period_end,org_code,org_name,nhse_region_code,nhse_region_name,ics_code,staff_group,leavers_hc,joiners_hc,denom_start_hc,denom_end_hc,leavers_fte,denom_end_fte,leaver_rate
202602,RWX,Berkshire Healthcare NHS Foundation Trust,Y59,South East,QNQ,Nurses & health visitors,4.0,13.0,1435.0,1443.0,3.2,1303.41831,0.002772002772002772
202602,RWX,Berkshire Healthcare NHS Foundation Trust,Y59,South East,QNQ,"Support to doctors, nurses & midwives",11.0,7.0,1334.0,1330.0,9.96027,1156.88032,0.008270676691729323
202602,RWY,Calderdale and Huddersfield NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,14.0,19.0,2002.0,2006.0,11.01014,1763.66054,0.006979062811565304
202602,RWY,Calderdale and Huddersfield NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",12.0,26.0,1425.0,1464.0,9.16001,1255.54548,0.00819672131147541
202602,RX1,Nottingham University Hospitals NHS Trust,Y60,Midlands,QT1,Nurses & health visitors,30.0,22.0,5767.0,5766.0,23.51998,5196.19321,0.005202913631633715
202602,RX1,Nottingham University Hospitals NHS Trust,Y60,Midlands,QT1,"Support to doctors, nurses & midwives",37.0,16.0,4521.0,4494.0,32.03333,3854.81462,0.008233199821984869
202602,RX2,Sussex Partnership NHS Foundation Trust,Y59,South East,QNX,Nurses & health visitors,15.0,11.0,1390.0,1387.0,12.33333,1259.70798,0.010814708002883922
202602,RX2,Sussex Partnership NHS Foundation Trust,Y59,South East,QNX,"Support to doctors, nurses & midwives",11.0,15.0,1383.0,1382.0,9.31333,1232.90183,0.007959479015918957
202602,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",Y63,North East and Yorkshire,QHM,Nurses & health visitors,15.0,19.0,2633.0,2643.0,11.83653,2453.31699,0.0056753688989784334
202602,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",38.0,23.0,1996.0,1970.0,29.76,1761.30617,0.019289340101522844
202602,RX4,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",Y63,North East and Yorkshire,QHM,Nurses & health visitors,12.0,16.0,2640.0,2646.0,10.5,2443.57669,0.0045351473922902496
202602,RX4,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",32.0,10.0,2768.0,2745.0,29.08134,2501.43084,0.011657559198542805
202602,RX6,North East Ambulance Service NHS Foundation Trust,Y63,North East and Yorkshire,QHM,Nurses & health visitors,,7.0,159.0,166.0,,133.01499,
202602,RX6,North East Ambulance Service NHS Foundation Trust,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",,,2.0,2.0,,1.4,
202602,RX7,North West Ambulance Service NHS Trust,Y62,North West,QOP,Nurses & health visitors,4.0,,168.0,164.0,3.61333,142.36051,0.024390243902439025
202602,RX7,North West Ambulance Service NHS Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",,,2.0,2.0,,2.0,
202602,RX8,Yorkshire Ambulance Service NHS Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,2.0,4.0,193.0,195.0,1.12,166.24081,0.010256410256410256
202602,RX8,Yorkshire Ambulance Service NHS Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",,,6.0,6.0,,5.53333,
202602,RX9,East Midlands Ambulance Service NHS Trust,Y60,Midlands,QT1,Nurses & health visitors,1.0,12.0,98.0,109.0,1.0,95.0592,0.009174311926605505
202602,RX9,East Midlands Ambulance Service NHS Trust,Y60,Midlands,QT1,"Support to doctors, nurses & midwives",,,21.0,21.0,,8.90651,
202602,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,5.0,2.0,1422.0,1418.0,3.66,1248.51591,0.003526093088857546
202602,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",9.0,16.0,1172.0,1179.0,7.88,1003.3438,0.007633587786259542
202602,RXC,East Sussex Healthcare NHS Trust,Y59,South East,QNX,Nurses & health visitors,13.0,12.0,2264.0,2268.0,11.32,2048.86674,0.005731922398589065
202602,RXC,East Sussex Healthcare NHS Trust,Y59,South East,QNX,"Support to doctors, nurses & midwives",17.0,27.0,2201.0,2212.0,13.26666,1889.72196,0.0076853526220614825
202602,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,6.0,10.0,1318.0,1323.0,4.52,1173.56077,0.0045351473922902496
202602,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",11.0,6.0,1118.0,1113.0,9.32,945.86003,0.009883198562443846
202602,RXF,Mid Yorkshire Teaching NHS Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,13.0,22.0,2335.0,2356.0,8.95,2082.98316,0.0055178268251273345
202602,RXF,Mid Yorkshire Teaching NHS Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",22.0,61.0,2965.0,2990.0,18.34452,2479.88295,0.007357859531772575
202602,RXG,South West Yorkshire Partnership NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,9.0,15.0,1686.0,1693.0,6.54,1553.13701,0.005316007088009451
202602,RXG,South West Yorkshire Partnership NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",11.0,16.0,1638.0,1551.0,9.46,1352.04125,0.0070921985815602835
202602,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Y60,Midlands,QHL,Nurses & health visitors,15.0,21.0,2371.0,2374.0,12.41332,2108.39964,0.006318449873631003
202602,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Y60,Midlands,QHL,"Support to doctors, nurses & midwives",18.0,27.0,1547.0,1559.0,14.24,1346.7637,0.011545862732520847
202602,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Y62,North West,QE1,Nurses & health visitors,11.0,12.0,2571.0,2574.0,9.80001,2330.19009,0.004273504273504274
202602,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Y62,North West,QE1,"Support to doctors, nurses & midwives",16.0,7.0,1699.0,1684.0,13.34667,1467.11846,0.009501187648456057
202602,RXM,Derbyshire Healthcare NHS Foundation Trust,Y60,Midlands,QJ2,Nurses & health visitors,7.0,11.0,1267.0,1269.0,4.89333,1136.4135,0.005516154452324665
202602,RXM,Derbyshire Healthcare NHS Foundation Trust,Y60,Midlands,QJ2,"Support to doctors, nurses & midwives",5.0,6.0,714.0,717.0,3.85147,626.02095,0.00697350069735007
202602,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Y62,North West,QE1,Nurses & health visitors,8.0,2.0,2651.0,2645.0,4.69333,2396.02696,0.0030245746691871457
202602,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Y62,North West,QE1,"Support to doctors, nurses & midwives",21.0,13.0,2218.0,2207.0,17.22667,1889.95839,0.0095151789759855
202602,RXP,County Durham and Darlington NHS Foundation Trust,Y63,North East and Yorkshire,QHM,Nurses & health visitors,8.0,24.0,2789.0,2807.0,6.53333,2509.09296,0.0028500178126113287
202602,RXP,County Durham and Darlington NHS Foundation Trust,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",12.0,21.0,2081.0,2092.0,11.62,1747.43591,0.0057361376673040155
202602,RXQ,Buckinghamshire Healthcare NHS Trust,Y59,South East,QU9,Nurses & health visitors,20.0,7.0,2177.0,2165.0,15.97333,1963.39411,0.009237875288683603
202602,RXQ,Buckinghamshire Healthcare NHS Trust,Y59,South East,QU9,"Support to doctors, nurses & midwives",20.0,7.0,1773.0,1761.0,16.98666,1534.34852,0.011357183418512209
202602,RXR,East Lancashire Hospitals NHS Trust,Y62,North West,QE1,Nurses & health visitors,16.0,9.0,2966.0,2957.0,13.52,2663.55645,0.005410889414947582
202602,RXR,East Lancashire Hospitals NHS Trust,Y62,North West,QE1,"Support to doctors, nurses & midwives",29.0,23.0,2575.0,2560.0,22.98667,2183.13794,0.011328125
202602,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,Y60,Midlands,QHL,Nurses & health visitors,11.0,18.0,1771.0,1779.0,9.97147,1667.67258,0.006183249016301293
202602,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,Y60,Midlands,QHL,"Support to doctors, nurses & midwives",17.0,16.0,1406.0,1401.0,14.54666,1283.62973,0.012134189864382585
202602,RXV,Greater Manchester Mental Health NHS Foundation Trust,Y62,North West,QOP,Nurses & health visitors,5.0,22.0,1814.0,1828.0,4.112,1733.33926,0.002735229759299781
202602,RXV,Greater Manchester Mental Health NHS Foundation Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",17.0,25.0,1985.0,1990.0,15.74,1819.34239,0.008542713567839196
202602,RXW,Shrewsbury and Telford Hospital NHS Trust,Y60,Midlands,QOC,Nurses & health visitors,15.0,22.0,2245.0,2252.0,12.59999,2008.91975,0.0066607460035523975
202602,RXW,Shrewsbury and Telford Hospital NHS Trust,Y60,Midlands,QOC,"Support to doctors, nurses & midwives",33.0,22.0,2195.0,2182.0,27.03332,1847.34408,0.015123739688359304
202602,RXX,Surrey and Borders Partnership NHS Foundation Trust,Y59,South East,QXU,Nurses & health visitors,10.0,4.0,775.0,774.0,9.33333,728.81523,0.012919896640826873
202602,RXX,Surrey and Borders Partnership NHS Foundation Trust,Y59,South East,QXU,"Support to doctors, nurses & midwives",10.0,8.0,669.0,665.0,8.68667,607.62671,0.015037593984962405
202602,RXY,Kent and Medway Mental Health NHS Trust,Y59,South East,QKS,Nurses & health visitors,8.0,6.0,1053.0,1052.0,7.8,973.48187,0.0076045627376425855
202602,RXY,Kent and Medway Mental Health NHS Trust,Y59,South East,QKS,"Support to doctors, nurses & midwives",14.0,5.0,912.0,890.0,11.4,801.069,0.015730337078651686
202602,RY2,Bridgewater Community Healthcare NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,10.0,2.0,529.0,520.0,8.64667,451.39395,0.019230769230769232
202602,RY2,Bridgewater Community Healthcare NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",3.0,1.0,316.0,315.0,2.6,260.65113,0.009523809523809525
202602,RY3,Norfolk Community Health and Care NHS Trust,Y61,East of England,QMM,Nurses & health visitors,1.0,10.0,901.0,909.0,0.8,787.47649,0.0011001100110011
202602,RY3,Norfolk Community Health and Care NHS Trust,Y61,East of England,QMM,"Support to doctors, nurses & midwives",7.0,10.0,846.0,850.0,5.8,733.75323,0.00823529411764706
202602,RY4,Hertfordshire Community NHS Trust,Y61,East of England,QM7,Nurses & health visitors,12.0,7.0,936.0,931.0,9.09334,757.85248,0.01288936627282492
202602,RY4,Hertfordshire Community NHS Trust,Y61,East of England,QM7,"Support to doctors, nurses & midwives",3.0,5.0,479.0,481.0,2.56,389.4957,0.006237006237006237
202602,RY5,Lincolnshire Community Health Services NHS Trust,Y60,Midlands,QJM,Nurses & health visitors,4.0,3.0,870.0,867.0,3.22,753.4135,0.00461361014994233
202602,RY5,Lincolnshire Community Health Services NHS Trust,Y60,Midlands,QJM,"Support to doctors, nurses & midwives",8.0,6.0,508.0,506.0,6.36,418.4109,0.015810276679841896
202602,RY6,Leeds Community Healthcare NHS Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,8.0,4.0,1058.0,1053.0,5.3,908.94286,0.007597340930674264
202602,RY6,Leeds Community Healthcare NHS Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",14.0,13.0,1000.0,1001.0,10.65333,833.35414,0.013986013986013986
202602,RY7,Wirral Community Health and Care NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,8.0,5.0,808.0,805.0,5.71467,657.30933,0.009937888198757764
202602,RY7,Wirral Community Health and Care NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",4.0,1.0,494.0,494.0,3.32,401.77296,0.008097165991902834
202602,RY8,Derbyshire Community Health Services NHS Foundation Trust,Y60,Midlands,QJ2,Nurses & health visitors,13.0,8.0,1508.0,1500.0,10.98666,1267.90999,0.008666666666666666
202602,RY8,Derbyshire Community Health Services NHS Foundation Trust,Y60,Midlands,QJ2,"Support to doctors, nurses & midwives",6.0,8.0,1077.0,1079.0,4.03333,856.8734,0.005560704355885079
202602,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Y60,Midlands,QUA,Nurses & health visitors,,,69.0,69.0,,59.11333,
202602,RYC,East of England Ambulance Service NHS Trust,Y61,East of England,QUE,Nurses & health visitors,2.0,3.0,192.0,195.0,2.0,176.32775,0.010256410256410256
202602,RYD,South East Coast Ambulance Service NHS Foundation Trust,Y59,South East,QNX,Nurses & health visitors,,,76.0,76.0,,56.40133,
202602,RYD,South East Coast Ambulance Service NHS Foundation Trust,Y59,South East,QNX,"Support to doctors, nurses & midwives",,,187.0,188.0,,185.16666,
202602,RYE,South Central Ambulance Service NHS Foundation Trust,Y59,South East,QU9,Nurses & health visitors,1.0,7.0,207.0,213.0,0.48,179.16664,0.004694835680751174
202602,RYE,South Central Ambulance Service NHS Foundation Trust,Y59,South East,QU9,"Support to doctors, nurses & midwives",,,1.0,1.0,,1.0,
202602,RYF,South Western Ambulance Service NHS Foundation Trust,Y58,South West,QJK,Nurses & health visitors,2.0,,100.0,98.0,1.00667,88.47946,0.02040816326530612
202602,RYF,South Western Ambulance Service NHS Foundation Trust,Y58,South West,QJK,"Support to doctors, nurses & midwives",,,4.0,4.0,,2.72,
202602,RYG,Coventry and Warwickshire Partnership NHS Trust,Y60,Midlands,QWU,Nurses & health visitors,7.0,12.0,1032.0,1033.0,6.2,937.14327,0.006776379477250726
202602,RYG,Coventry and Warwickshire Partnership NHS Trust,Y60,Midlands,QWU,"Support to doctors, nurses & midwives",13.0,6.0,1232.0,1223.0,8.82,1063.70439,0.01062959934587081
202602,RYJ,Imperial College Healthcare NHS Trust,Y56,London,QRV,Nurses & health visitors,35.0,39.0,4336.0,4342.0,33.68,4181.8676,0.008060801473975126
202602,RYJ,Imperial College Healthcare NHS Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",27.0,33.0,2492.0,2493.0,24.32666,2333.28933,0.010830324909747292
202602,RYR,University Hospitals Sussex NHS Foundation Trust,Y59,South East,QNX,Nurses & health visitors,26.0,52.0,5106.0,5135.0,21.45999,4602.42134,0.005063291139240506
202602,RYR,University Hospitals Sussex NHS Foundation Trust,Y59,South East,QNX,"Support to doctors, nurses & midwives",42.0,64.0,4319.0,4343.0,34.78665,3726.71189,0.009670734515311996
202602,RYV,Cambridgeshire Community Services NHS Trust,Y61,East of England,QUE,Nurses & health visitors,6.0,6.0,903.0,903.0,4.46667,757.96826,0.006644518272425249
202602,RYV,Cambridgeshire Community Services NHS Trust,Y61,East of England,QUE,"Support to doctors, nurses & midwives",7.0,4.0,665.0,661.0,3.74668,530.25284,0.01059001512859304
202602,RYW,Birmingham Community Healthcare NHS Foundation Trust,Y60,Midlands,QHL,Nurses & health visitors,8.0,14.0,1538.0,1545.0,7.33333,1317.415,0.005177993527508091
202602,RYW,Birmingham Community Healthcare NHS Foundation Trust,Y60,Midlands,QHL,"Support to doctors, nurses & midwives",21.0,17.0,1546.0,1542.0,16.87332,1312.20746,0.013618677042801557
202602,RYX,Central London Community Healthcare NHS Trust,Y56,London,QRV,Nurses & health visitors,14.0,16.0,2108.0,2109.0,11.71666,1955.37417,0.006638217164532954
202602,RYX,Central London Community Healthcare NHS Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",14.0,17.0,1215.0,1220.0,12.76,1081.62,0.011475409836065573
202602,RYY,Kent Community Health NHS Foundation Trust,Y59,South East,QKS,Nurses & health visitors,8.0,12.0,1463.0,1469.0,6.8,1274.01391,0.005445881552076242
202602,RYY,Kent Community Health NHS Foundation Trust,Y59,South East,QKS,"Support to doctors, nurses & midwives",10.0,1.0,1148.0,1136.0,7.34667,966.21523,0.008802816901408451
202602,TAD,Bradford District Care NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,7.0,13.0,1071.0,1079.0,6.2,961.11595,0.006487488415199258
202602,TAD,Bradford District Care NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",9.0,8.0,888.0,882.0,6.808,783.68478,0.01020408163265306
202602,TAH,Sheffield Health Partnership University NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,10.0,2.0,585.0,576.0,7.74667,519.71868,0.017361111111111112
202602,TAH,Sheffield Health Partnership University NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",5.0,5.0,570.0,571.0,3.32,481.66748,0.008756567425569177
202602,TAJ,Black Country Healthcare NHS Foundation Trust,Y60,Midlands,QUA,Nurses & health visitors,11.0,12.0,1200.0,1203.0,9.48,1108.53861,0.00914380714879468
202602,TAJ,Black Country Healthcare NHS Foundation Trust,Y60,Midlands,QUA,"Support to doctors, nurses & midwives",10.0,16.0,1016.0,995.0,7.66293,859.26526,0.010050251256281407
202603,G6V2S,North London NHS Foundation Trust,Y56,London,QMJ,Nurses & health visitors,16.0,7.0,1576.0,1568.0,15.50667,1498.19792,0.01020408163265306
202603,G6V2S,North London NHS Foundation Trust,Y56,London,QMJ,"Support to doctors, nurses & midwives",11.0,6.0,1065.0,1051.0,9.81333,987.64463,0.010466222645099905
202603,QE1,NHS Lancashire and South Cumbria ICB,Y62,North West,QE1,Nurses & health visitors,7.0,1.0,209.0,203.0,4.95333,183.28692,0.034482758620689655
202603,QE1,NHS Lancashire and South Cumbria ICB,Y62,North West,QE1,"Support to doctors, nurses & midwives",1.0,,25.0,24.0,1.0,23.4,0.041666666666666664
202603,QF7,NHS South Yorkshire ICB,Y63,North East and Yorkshire,QF7,Nurses & health visitors,,,153.0,153.0,,134.42666,
202603,QF7,NHS South Yorkshire ICB,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",,,1.0,1.0,,1.0,
202603,QGH,NHS Herefordshire and Worcestershire ICB,Y60,Midlands,QGH,Nurses & health visitors,3.0,,79.0,76.0,2.6,68.81001,0.039473684210526314
202603,QGH,NHS Herefordshire and Worcestershire ICB,Y60,Midlands,QGH,"Support to doctors, nurses & midwives",1.0,,22.0,21.0,1.0,20.18001,0.047619047619047616
202603,QH8,NHS Mid and South Essex ICB,Y61,East of England,QH8,Nurses & health visitors,9.0,1.0,96.0,88.0,8.0,78.5,0.10227272727272728
202603,QH8,NHS Mid and South Essex ICB,Y61,East of England,QH8,"Support to doctors, nurses & midwives",2.0,,3.0,1.0,2.0,1.0,2.0
202603,QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,QHG,Nurses & health visitors,1.0,,54.0,53.0,0.4,48.48667,0.018867924528301886
202603,QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,QHG,"Support to doctors, nurses & midwives",,,1.0,1.0,,0.8,
202603,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,QHL,Nurses & health visitors,3.0,2.0,92.0,91.0,3.0,83.76667,0.03296703296703297
202603,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,QHM,Nurses & health visitors,1.0,2.0,201.0,202.0,1.0,173.84667,0.0049504950495049506
202603,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",,,6.0,6.0,,5.092,
202603,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,QJ2,Nurses & health visitors,,,87.0,87.0,,72.26,
202603,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,QJ2,"Support to doctors, nurses & midwives",1.0,,13.0,12.0,0.6,10.55333,0.08333333333333333
202603,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,QJG,Nurses & health visitors,1.0,2.0,92.0,93.0,0.6,80.84,0.010752688172043012
202603,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,QJG,"Support to doctors, nurses & midwives",1.0,,5.0,4.0,1.0,3.29333,0.25
202603,QJK,NHS Devon ICB,Y58,South West,QJK,Nurses & health visitors,1.0,,66.0,65.0,0.6,56.56668,0.015384615384615385
202603,QJK,NHS Devon ICB,Y58,South West,QJK,"Support to doctors, nurses & midwives",,,1.0,1.0,,1.0,
202603,QJM,NHS Lincolnshire ICB,Y60,Midlands,QJM,Nurses & health visitors,2.0,,59.0,57.0,1.8,53.56,0.03508771929824561
202603,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,QK1,Nurses & health visitors,1.0,,26.0,25.0,1.0,21.42666,0.04
202603,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,QK1,"Support to doctors, nurses & midwives",,,13.0,13.0,,11.94667,
202603,QKK,NHS South East London ICB,Y56,London,QKK,Nurses & health visitors,,1.0,78.0,79.0,,69.98333,
202603,QKK,NHS South East London ICB,Y56,London,QKK,"Support to doctors, nurses & midwives",,,7.0,7.0,,5.4,
202603,QKS,NHS Kent and Medway ICB,Y59,South East,QKS,Nurses & health visitors,,1.0,91.0,92.0,,85.95334,
202603,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,QM7,Nurses & health visitors,,1.0,55.0,56.0,,51.32,
202603,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,QM7,"Support to doctors, nurses & midwives",,,5.0,5.0,,5.0,
202603,QMF,NHS North East London ICB,Y56,London,QMF,Nurses & health visitors,,,34.0,35.0,,32.4,
202603,QMJ,NHS North Central London ICB,Y56,London,QMJ,Nurses & health visitors,1.0,,32.0,30.0,1.0,28.99333,0.03333333333333333
202603,QMM,NHS Norfolk and Waveney ICB,Y61,East of England,QMM,Nurses & health visitors,1.0,,84.0,83.0,1.0,77.22666,0.012048192771084338
202603,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,QNC,Nurses & health visitors,2.0,,73.0,71.0,0.73333,63.18666,0.028169014084507043
202603,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,QNC,"Support to doctors, nurses & midwives",2.0,,12.0,10.0,2.0,9.6,0.2
202603,QNQ,NHS Frimley ICB,Y59,South East,QNQ,Nurses & health visitors,1.0,1.0,35.0,35.0,1.0,30.95333,0.02857142857142857
202603,QNX,NHS Sussex ICB,Y59,South East,QNX,Nurses & health visitors,2.0,1.0,121.0,120.0,2.0,106.63334,0.016666666666666666
202603,QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,QOC,Nurses & health visitors,1.0,,46.0,45.0,0.6,35.86347,0.022222222222222223
202603,QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,QOC,"Support to doctors, nurses & midwives",3.0,,36.0,33.0,2.6,28.63334,0.09090909090909091
202603,QOP,NHS Greater Manchester ICB,Y62,North West,QOP,Nurses & health visitors,2.0,1.0,211.0,210.0,2.0,191.83999,0.009523809523809525
202603,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,2.0,8.0,106.0,112.0,2.0,98.52,0.017857142857142856
202603,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",,,10.0,10.0,,8.30667,
202603,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,QOX,Nurses & health visitors,4.0,,64.0,60.0,3.4,54.73999,0.06666666666666667
202603,QPM,NHS Northamptonshire ICB,Y60,Midlands,QPM,Nurses & health visitors,,10.0,24.0,34.0,,32.16,
202603,QR1,NHS Gloucestershire ICB,Y58,South West,QR1,Nurses & health visitors,2.0,,70.0,68.0,1.6,55.92067,0.029411764705882353
202603,QR1,NHS Gloucestershire ICB,Y58,South West,QR1,"Support to doctors, nurses & midwives",,,9.0,9.0,,7.6,
202603,QRL,NHS Hampshire and Isle of Wight ICB,Y59,South East,QRL,Nurses & health visitors,3.0,,126.0,124.0,2.68,116.00666,0.024193548387096774
202603,QRV,NHS North West London ICB,Y56,London,QRV,Nurses & health visitors,,,97.0,97.0,,92.14667,
202603,QSL,NHS Somerset ICB,Y58,South West,QSL,Nurses & health visitors,1.0,,53.0,52.0,0.90667,44.48182,0.019230769230769232
202603,QSL,NHS Somerset ICB,Y58,South West,QSL,"Support to doctors, nurses & midwives",,,8.0,8.0,,8.0,
202603,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,QT1,Nurses & health visitors,1.0,,74.0,73.0,1.0,63.99333,0.0136986301369863
202603,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,QT1,"Support to doctors, nurses & midwives",,,3.0,3.0,,3.0,
202603,QT6,NHS Cornwall and the Isles of Scilly ICB,Y58,South West,QT6,Nurses & health visitors,,,3.0,3.0,,2.00667,
202603,QT6,NHS Cornwall and the Isles of Scilly ICB,Y58,South West,QT6,"Support to doctors, nurses & midwives",1.0,,21.0,20.0,0.6,15.73333,0.05
202603,QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,QU9,Nurses & health visitors,1.0,5.0,87.0,91.0,1.0,82.29334,0.01098901098901099
202603,QUA,NHS Black Country ICB,Y60,Midlands,QUA,Nurses & health visitors,,,88.0,88.0,,78.97014,
202603,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,QUE,Nurses & health visitors,1.0,1.0,65.0,65.0,0.6,60.16001,0.015384615384615385
202603,QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,QUY,Nurses & health visitors,,3.0,76.0,79.0,,69.94667,
202603,QVV,NHS Dorset ICB,Y58,South West,QVV,Nurses & health visitors,2.0,,80.0,78.0,1.6,62.82668,0.02564102564102564
202603,QVV,NHS Dorset ICB,Y58,South West,QVV,"Support to doctors, nurses & midwives",,,9.0,9.0,,2.9,
202603,QWE,NHS South West London ICB,Y56,London,QWE,Nurses & health visitors,,3.0,71.0,74.0,,71.89333,
202603,QWE,NHS South West London ICB,Y56,London,QWE,"Support to doctors, nurses & midwives",,,5.0,5.0,,5.0,
202603,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,QWO,Nurses & health visitors,6.0,,139.0,133.0,4.09094,116.03336,0.045112781954887216
202603,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",,,4.0,4.0,,3.01333,
202603,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,QWU,Nurses & health visitors,4.0,,77.0,73.0,3.25333,65.32001,0.0547945205479452
202603,QXU,NHS Surrey Heartlands ICB,Y59,South East,QXU,Nurses & health visitors,,,43.0,43.0,,40.80667,
202603,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,QYG,Nurses & health visitors,5.0,1.0,216.0,212.0,4.0,188.78268,0.02358490566037736
202603,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,QYG,"Support to doctors, nurses & midwives",3.0,,83.0,80.0,2.64,75.40801,0.0375
202603,R0A,Manchester University NHS Foundation Trust,Y62,North West,QOP,Nurses & health visitors,53.0,67.0,9531.0,9550.0,45.90666,8807.29745,0.005549738219895288
202603,R0A,Manchester University NHS Foundation Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",50.0,71.0,6052.0,6059.0,40.76001,5276.39407,0.00825218682950982
202603,R0B,South Tyneside and Sunderland NHS Foundation Trust,Y63,North East and Yorkshire,QHM,Nurses & health visitors,26.0,26.0,3275.0,3275.0,22.45999,2971.42929,0.007938931297709924
202603,R0B,South Tyneside and Sunderland NHS Foundation Trust,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",31.0,29.0,2274.0,2272.0,22.33201,1874.33045,0.013644366197183098
